Season,Round,Date,Home Team,Away Team,Home Score,Away Score,Total Goals,Result
Primera Division 2005/2006,4,22/09/2006,Malaga,Alaves,0,0,0,Draw
Primera Division 2005/2006,4,22/09/2006,Racing Santander,Espanyol,1,0,1,Home Win
Primera Division 2005/2006,4,22/09/2006,Real Sociedad,Atl. Madrid,3,2,5,Home Win
Primera Division 2005/2006,4,22/09/2006,Sevilla,Cadiz CF,0,0,0,Draw
Primera Division 2005/2006,4,22/09/2006,Villarreal,Celta Vigo,1,2,3,Away Win
Primera Division 2005/2006,4,22/09/2006,Zaragoza,Osasuna,3,1,4,Home Win
Primera Division 2005/2006,3,19/09/2006,Atl. Madrid,Barcelona,2,1,3,Home Win
Primera Division 2005/2006,3,19/09/2006,Espanyol,Real Madrid,1,0,1,Home Win
Primera Division 2005/2006,3,19/09/2006,Betis,Zaragoza,0,0,0,Draw
Primera Division 2005/2006,3,18/09/2006,Alaves,Getafe,3,4,7,Away Win
Primera Division 2005/2006,3,18/09/2006,Ath Bilbao,Malaga,1,2,3,Away Win
Primera Division 2005/2006,3,18/09/2006,Cadiz CF,Villarreal,1,1,2,Draw
Primera Division 2005/2006,3,18/09/2006,Celta Vigo,Racing Santander,0,1,1,Away Win
Primera Division 2005/2006,3,18/09/2006,Osasuna,Sevilla,1,0,1,Home Win
Primera Division 2005/2006,3,18/09/2006,Mallorca,Real Sociedad,5,2,7,Home Win
Primera Division 2005/2006,3,18/09/2006,Valencia,Dep. La Coruna,2,2,4,Draw
Primera Division 2005/2006,2,12/09/2006,Malaga,Espanyol,1,2,3,Away Win
Primera Division 2005/2006,2,12/09/2006,Zaragoza,Valencia,2,2,4,Draw
Primera Division 2005/2006,2,12/09/2006,Barcelona,Mallorca,2,0,2,Home Win
Primera Division 2005/2006,2,12/09/2006,Getafe,Ath Bilbao,1,1,2,Draw
Primera Division 2005/2006,2,12/09/2006,Racing Santander,Cadiz CF,0,1,1,Away Win
Primera Division 2005/2006,2,12/09/2006,Real Sociedad,Alaves,2,1,3,Home Win
Primera Division 2005/2006,2,12/09/2006,Villarreal,Sevilla,1,1,2,Draw
Primera Division 2005/2006,2,11/09/2006,Betis,Osasuna,1,0,1,Home Win
Primera Division 2005/2006,2,11/09/2006,Dep. La Coruna,Atl. Madrid,1,0,1,Home Win
Primera Division 2005/2006,2,11/09/2006,Real Madrid,Celta Vigo,2,3,5,Away Win
Primera Division 2005/2006,1,29/08/2006,Cadiz CF,Real Madrid,1,2,3,Away Win
Primera Division 2005/2006,1,29/08/2006,Atl. Madrid,Zaragoza,0,0,0,Draw
Primera Division 2005/2006,1,29/08/2006,Celta Vigo,Malaga,2,0,2,Home Win
Primera Division 2005/2006,1,29/08/2006,Espanyol,Getafe,0,2,2,Away Win
Primera Division 2005/2006,1,29/08/2006,Mallorca,Dep. La Coruna,0,1,1,Away Win
Primera Division 2005/2006,1,29/08/2006,Osasuna,Villarreal,2,1,3,Home Win
Primera Division 2005/2006,1,29/08/2006,Sevilla,Racing Santander,1,0,1,Home Win
Primera Division 2005/2006,1,28/08/2006,Ath Bilbao,Real Sociedad,3,0,3,Home Win
Primera Division 2005/2006,1,28/08/2006,Valencia,Betis,1,0,1,Home Win
Primera Division 2005/2006,1,28/08/2006,Alaves,Barcelona,0,0,0,Draw
Primera Division 2004/2005,38,30/05/2004,Atl. Madrid,Getafe,2,2,4,Draw
Primera Division 2004/2005,38,30/05/2004,Espanyol,Ath Bilbao,2,0,2,Home Win
Primera Division 2004/2005,38,30/05/2004,Mallorca,Betis,1,1,2,Draw
Primera Division 2004/2005,38,30/05/2004,Numancia,Dep. La Coruna,1,1,2,Draw
Primera Division 2004/2005,38,30/05/2004,Sevilla,Malaga,0,2,2,Away Win
Primera Division 2004/2005,38,30/05/2004,Valencia,Osasuna,1,0,1,Home Win
Primera Division 2004/2005,38,30/05/2004,Villarreal,Levante,4,1,5,Home Win
Primera Division 2004/2005,38,30/05/2004,Racing Santander,Albacete,1,0,1,Home Win
Primera Division 2004/2005,38,29/05/2004,Zaragoza,Real Madrid,1,3,4,Away Win
Primera Division 2004/2005,38,29/05/2004,Real Sociedad,Barcelona,0,0,0,Draw
Primera Division 2004/2005,37,23/05/2004,Barcelona,Villarreal,3,3,6,Draw
Primera Division 2004/2005,37,23/05/2004,Malaga,Racing Santander,2,0,2,Home Win
Primera Division 2004/2005,37,23/05/2004,Albacete,Real Sociedad,2,2,4,Draw
Primera Division 2004/2005,37,23/05/2004,Ath Bilbao,Numancia,0,2,2,Away Win
Primera Division 2004/2005,37,23/05/2004,Dep. La Coruna,Mallorca,0,3,3,Away Win
Primera Division 2004/2005,37,23/05/2004,Getafe,Sevilla,0,0,0,Draw
Primera Division 2004/2005,37,23/05/2004,Levante,Valencia,0,0,0,Draw
Primera Division 2004/2005,37,23/05/2004,Osasuna,Espanyol,1,1,2,Draw
Primera Division 2004/2005,37,22/05/2004,Real Madrid,Atl. Madrid,0,0,0,Draw
Primera Division 2004/2005,37,22/05/2004,Betis,Zaragoza,3,2,5,Home Win
Primera Division 2004/2005,36,16/05/2004,Espanyol,Valencia,2,2,4,Draw
Primera Division 2004/2005,36,16/05/2004,Atl. Madrid,Betis,1,2,3,Away Win
Primera Division 2004/2005,36,15/05/2004,Mallorca,Ath Bilbao,4,3,7,Home Win
Primera Division 2004/2005,36,15/05/2004,Numancia,Osasuna,2,2,4,Draw
Primera Division 2004/2005,36,15/05/2004,Racing Santander,Getafe,2,1,3,Home Win
Primera Division 2004/2005,36,15/05/2004,Real Sociedad,Malaga,1,3,4,Away Win
Primera Division 2004/2005,36,15/05/2004,Villarreal,Albacete,1,0,1,Home Win
Primera Division 2004/2005,36,15/05/2004,Zaragoza,Dep. La Coruna,2,2,4,Draw
Primera Division 2004/2005,36,15/05/2004,Levante,Barcelona,1,1,2,Draw
Primera Division 2004/2005,36,15/05/2004,Sevilla,Real Madrid,2,2,4,Draw
Primera Division 2004/2005,35,09/05/2004,Dep. La Coruna,Atl. Madrid,2,0,2,Home Win
Primera Division 2004/2005,35,09/05/2004,Valencia,Barcelona,0,2,2,Away Win
Primera Division 2004/2005,35,08/05/2004,Albacete,Levante,3,1,4,Home Win
Primera Division 2004/2005,35,08/05/2004,Espanyol,Numancia,3,0,3,Home Win
Primera Division 2004/2005,35,08/05/2004,Getafe,Real Sociedad,2,0,2,Home Win
Primera Division 2004/2005,35,08/05/2004,Malaga,Villarreal,0,2,2,Away Win
Primera Division 2004/2005,35,08/05/2004,Betis,Sevilla,1,0,1,Home Win
Primera Division 2004/2005,35,08/05/2004,Real Madrid,Racing Santander,5,0,5,Home Win
Primera Division 2004/2005,35,08/05/2004,Ath Bilbao,Zaragoza,2,0,2,Home Win
Primera Division 2004/2005,35,08/05/2004,Osasuna,Mallorca,1,1,2,Draw
Primera Division 2004/2005,34,02/05/2004,Sevilla,Dep. La Coruna,2,0,2,Home Win
Primera Division 2004/2005,34,02/05/2004,Barcelona,Albacete,2,0,2,Home Win
Primera Division 2004/2005,34,01/05/2004,Levante,Malaga,0,1,1,Away Win
Primera Division 2004/2005,34,01/05/2004,Mallorca,Espanyol,3,2,5,Home Win
Primera Division 2004/2005,34,01/05/2004,Racing Santander,Betis,1,1,2,Draw
Primera Division 2004/2005,34,01/05/2004,Villarreal,Getafe,4,0,4,Home Win
Primera Division 2004/2005,34,01/05/2004,Zaragoza,Osasuna,5,1,6,Home Win
Primera Division 2004/2005,34,01/05/2004,Real Sociedad,Real Madrid,0,2,2,Away Win
Primera Division 2004/2005,34,01/05/2004,Atl. Madrid,Ath Bilbao,1,1,2,Draw
Primera Division 2004/2005,34,01/05/2004,Numancia,Valencia,1,1,2,Draw
Primera Division 2004/2005,29,29/04/2004,Osasuna,Villarreal,3,2,5,Home Win
Primera Division 2004/2005,33,25/04/2004,Ath Bilbao,Sevilla,1,3,4,Away Win
Primera Division 2004/2005,33,25/04/2004,Malaga,Barcelona,0,4,4,Away Win
Primera Division 2004/2005,33,24/04/2004,Betis,Real Sociedad,2,3,5,Away Win
Primera Division 2004/2005,33,24/04/2004,Dep. La Coruna,Racing Santander,1,4,5,Away Win
Primera Division 2004/2005,33,24/04/2004,Espanyol,Zaragoza,3,1,4,Home Win
Primera Division 2004/2005,33,24/04/2004,Getafe,Levante,1,0,1,Home Win
Primera Division 2004/2005,33,24/04/2004,Numancia,Mallorca,1,2,3,Away Win
Primera Division 2004/2005,33,24/04/2004,Valencia,Albacete,2,0,2,Home Win
Primera Division 2004/2005,33,24/04/2004,Real Madrid,Villarreal,2,1,3,Home Win
Primera Division 2004/2005,33,24/04/2004,Osasuna,Atl. Madrid,1,0,1,Home Win
Primera Division 2004/2005,32,18/04/2004,Barcelona,Getafe,2,0,2,Home Win
Primera Division 2004/2005,32,18/04/2004,Levante,Real Madrid,0,2,2,Away Win
Primera Division 2004/2005,32,17/04/2004,Albacete,Malaga,1,2,3,Away Win
Primera Division 2004/2005,32,17/04/2004,Mallorca,Valencia,0,0,0,Draw
Primera Division 2004/2005,32,17/04/2004,Racing Santander,Ath Bilbao,0,2,2,Away Win
Primera Division 2004/2005,32,17/04/2004,Villarreal,Betis,0,0,0,Draw
Primera Division 2004/2005,32,17/04/2004,Zaragoza,Numancia,4,1,5,Home Win
Primera Division 2004/2005,32,17/04/2004,Real Sociedad,Dep. La Coruna,1,0,1,Home Win
Primera Division 2004/2005,32,17/04/2004,Atl. Madrid,Espanyol,0,0,0,Draw
Primera Division 2004/2005,32,17/04/2004,Sevilla,Osasuna,0,1,1,Away Win
Primera Division 2004/2005,31,11/04/2004,Dep. La Coruna,Villarreal,1,1,2,Draw
Primera Division 2004/2005,31,11/04/2004,Real Madrid,Barcelona,4,2,6,Home Win
Primera Division 2004/2005,31,10/04/2004,Betis,Levante,2,2,4,Draw
Primera Division 2004/2005,31,10/04/2004,Espanyol,Sevilla,1,3,4,Away Win
Primera Division 2004/2005,31,10/04/2004,Getafe,Albacete,1,0,1,Home Win
Primera Division 2004/2005,31,10/04/2004,Mallorca,Zaragoza,0,2,2,Away Win
Primera Division 2004/2005,31,10/04/2004,Osasuna,Racing Santander,1,0,1,Home Win
Primera Division 2004/2005,31,10/04/2004,Valencia,Malaga,2,2,4,Draw
Primera Division 2004/2005,31,10/04/2004,Ath Bilbao,Real Sociedad,3,0,3,Home Win
Primera Division 2004/2005,31,10/04/2004,Numancia,Atl. Madrid,1,0,1,Home Win
Primera Division 2004/2005,30,04/04/2004,Albacete,Real Madrid,1,2,3,Away Win
Primera Division 2004/2005,30,04/04/2004,Atl. Madrid,Mallorca,4,0,4,Home Win
Primera Division 2004/2005,30,03/04/2004,Barcelona,Betis,3,3,6,Draw
Primera Division 2004/2005,30,03/04/2004,Levante,Dep. La Coruna,0,1,1,Away Win
Primera Division 2004/2005,30,03/04/2004,Malaga,Getafe,1,1,2,Draw
Primera Division 2004/2005,30,03/04/2004,Racing Santander,Espanyol,1,3,4,Away Win
Primera Division 2004/2005,30,03/04/2004,Sevilla,Numancia,1,0,1,Home Win
Primera Division 2004/2005,30,03/04/2004,Villarreal,Ath Bilbao,3,1,4,Home Win
Primera Division 2004/2005,30,03/04/2004,Zaragoza,Valencia,2,2,4,Draw
Primera Division 2004/2005,30,03/04/2004,Real Sociedad,Osasuna,2,0,2,Home Win
Primera Division 2004/2005,29,21/03/2004,Zaragoza,Atl. Madrid,0,0,0,Draw
Primera Division 2004/2005,29,21/03/2004,Real Madrid,Malaga,1,0,1,Home Win
Primera Division 2004/2005,29,21/03/2004,Ath Bilbao,Levante,3,1,4,Home Win
Primera Division 2004/2005,29,21/03/2004,Mallorca,Sevilla,0,1,1,Away Win
Primera Division 2004/2005,29,21/03/2004,Numancia,Racing Santander,2,3,5,Away Win
Primera Division 2004/2005,29,21/03/2004,Valencia,Getafe,3,1,4,Home Win
Primera Division 2004/2005,29,20/03/2004,Dep. La Coruna,Barcelona,0,1,1,Away Win
Primera Division 2004/2005,29,20/03/2004,Espanyol,Real Sociedad,2,2,4,Draw
Primera Division 2004/2005,29,20/03/2004,Betis,Albacete,2,1,3,Home Win
Primera Division 2004/2005,25,17/03/2004,Ath Bilbao,Getafe,1,2,3,Away Win
Primera Division 2004/2005,28,14/03/2004,Atl. Madrid,Valencia,1,0,1,Home Win
Primera Division 2004/2005,28,14/03/2004,Getafe,Real Madrid,2,1,3,Home Win
Primera Division 2004/2005,28,14/03/2004,Albacete,Dep. La Coruna,0,1,1,Away Win
Primera Division 2004/2005,28,14/03/2004,Levante,Osasuna,4,0,4,Home Win
Primera Division 2004/2005,28,14/03/2004,Racing Santander,Mallorca,3,0,3,Home Win
Primera Division 2004/2005,28,14/03/2004,Real Sociedad,Numancia,2,1,3,Home Win
Primera Division 2004/2005,28,14/03/2004,Sevilla,Zaragoza,0,1,1,Away Win
Primera Division 2004/2005,28,14/03/2004,Villarreal,Espanyol,4,1,5,Home Win
Primera Division 2004/2005,28,13/03/2004,Malaga,Betis,1,2,3,Away Win
Primera Division 2004/2005,28,13/03/2004,Barcelona,Ath Bilbao,2,0,2,Home Win
Primera Division 2004/2005,27,07/03/2004,Dep. La Coruna,Malaga,1,0,1,Home Win
Primera Division 2004/2005,27,07/03/2004,Ath Bilbao,Albacete,3,1,4,Home Win
Primera Division 2004/2005,27,07/03/2004,Betis,Getafe,2,2,4,Draw
Primera Division 2004/2005,27,07/03/2004,Espanyol,Levante,2,1,3,Home Win
Primera Division 2004/2005,27,07/03/2004,Mallorca,Real Sociedad,3,2,5,Home Win
Primera Division 2004/2005,27,07/03/2004,Numancia,Villarreal,1,1,2,Draw
Primera Division 2004/2005,27,07/03/2004,Zaragoza,Racing Santander,1,0,1,Home Win
Primera Division 2004/2005,27,06/03/2004,Atl. Madrid,Sevilla,3,0,3,Home Win
Primera Division 2004/2005,27,06/03/2004,Valencia,Real Madrid,1,1,2,Draw
Primera Division 2004/2005,27,06/03/2004,Osasuna,Barcelona,0,1,1,Away Win
Primera Division 2004/2005,26,03/03/2004,Real Madrid,Betis,3,1,4,Home Win
Primera Division 2004/2005,26,03/03/2004,Albacete,Osasuna,1,1,2,Draw
Primera Division 2004/2005,26,03/03/2004,Getafe,Dep. La Coruna,1,1,2,Draw
Primera Division 2004/2005,26,03/03/2004,Levante,Numancia,1,1,2,Draw
Primera Division 2004/2005,26,03/03/2004,Malaga,Ath Bilbao,1,0,1,Home Win
Primera Division 2004/2005,26,03/03/2004,Racing Santander,Atl. Madrid,2,1,3,Home Win
Primera Division 2004/2005,26,03/03/2004,Real Sociedad,Zaragoza,2,1,3,Home Win
Primera Division 2004/2005,26,03/03/2004,Sevilla,Valencia,2,2,4,Draw
Primera Division 2004/2005,26,03/03/2004,Villarreal,Mallorca,2,1,3,Home Win
Primera Division 2004/2005,26,02/03/2004,Barcelona,Espanyol,0,0,0,Draw
Primera Division 2004/2005,25,28/02/2004,Valencia,Betis,2,1,3,Home Win
Primera Division 2004/2005,25,28/02/2004,Atl. Madrid,Real Sociedad,1,0,1,Home Win
Primera Division 2004/2005,25,28/02/2004,Osasuna,Malaga,1,6,7,Away Win
Primera Division 2004/2005,25,28/02/2004,Sevilla,Racing Santander,2,2,4,Draw
Primera Division 2004/2005,25,28/02/2004,Zaragoza,Villarreal,1,0,1,Home Win
Primera Division 2004/2005,25,27/02/2004,Dep. La Coruna,Real Madrid,2,0,2,Home Win
Primera Division 2004/2005,25,27/02/2004,Numancia,Barcelona,1,1,2,Draw
Primera Division 2004/2005,25,27/02/2004,Espanyol,Albacete,2,1,3,Home Win
Primera Division 2004/2005,25,27/02/2004,Mallorca,Levante,1,2,3,Away Win
Primera Division 2004/2005,24,21/02/2004,Villarreal,Atl. Madrid,3,2,5,Home Win
Primera Division 2004/2005,24,21/02/2004,Albacete,Numancia,1,2,3,Away Win
Primera Division 2004/2005,24,21/02/2004,Betis,Dep. La Coruna,2,0,2,Home Win
Primera Division 2004/2005,24,21/02/2004,Getafe,Osasuna,0,0,0,Draw
Primera Division 2004/2005,24,21/02/2004,Levante,Zaragoza,0,0,0,Draw
Primera Division 2004/2005,24,21/02/2004,Malaga,Espanyol,3,2,5,Home Win
Primera Division 2004/2005,24,21/02/2004,Racing Santander,Valencia,1,0,1,Home Win
Primera Division 2004/2005,24,20/02/2004,Real Sociedad,Sevilla,1,0,1,Home Win
Primera Division 2004/2005,24,20/02/2004,Barcelona,Mallorca,2,0,2,Home Win
Primera Division 2004/2005,24,20/02/2004,Real Madrid,Ath Bilbao,0,2,2,Away Win
Primera Division 2004/2005,23,14/02/2004,Ath Bilbao,Betis,4,4,8,Draw
Primera Division 2004/2005,23,14/02/2004,Osasuna,Real Madrid,1,2,3,Away Win
Primera Division 2004/2005,23,14/02/2004,Atl. Madrid,Levante,0,0,0,Draw
Primera Division 2004/2005,23,14/02/2004,Espanyol,Getafe,2,0,2,Home Win
Primera Division 2004/2005,23,14/02/2004,Mallorca,Albacete,2,1,3,Home Win
Primera Division 2004/2005,23,14/02/2004,Numancia,Malaga,0,1,1,Away Win
Primera Division 2004/2005,23,14/02/2004,Racing Santander,Real Sociedad,1,3,4,Away Win
Primera Division 2004/2005,23,14/02/2004,Sevilla,Villarreal,2,1,3,Home Win
Primera Division 2004/2005,23,13/02/2004,Valencia,Dep. La Coruna,1,2,3,Away Win
Primera Division 2004/2005,23,13/02/2004,Zaragoza,Barcelona,1,4,5,Away Win
Primera Division 2004/2005,22,07/02/2004,Barcelona,Atl. Madrid,0,2,2,Away Win
Primera Division 2004/2005,22,07/02/2004,Dep. La Coruna,Ath Bilbao,1,1,2,Draw
Primera Division 2004/2005,22,07/02/2004,Albacete,Zaragoza,2,1,3,Home Win
Primera Division 2004/2005,22,07/02/2004,Betis,Osasuna,3,1,4,Home Win
Primera Division 2004/2005,22,07/02/2004,Getafe,Numancia,1,0,1,Home Win
Primera Division 2004/2005,22,07/02/2004,Levante,Sevilla,0,3,3,Away Win
Primera Division 2004/2005,22,07/02/2004,Malaga,Mallorca,0,0,0,Draw
Primera Division 2004/2005,22,07/02/2004,Villarreal,Racing Santander,2,1,3,Home Win
Primera Division 2004/2005,22,06/02/2004,Real Madrid,Espanyol,4,0,4,Home Win
Primera Division 2004/2005,22,06/02/2004,Real Sociedad,Valencia,3,3,6,Draw
Primera Division 2004/2005,21,31/01/2004,Valencia,Ath Bilbao,2,2,4,Draw
Primera Division 2004/2005,21,31/01/2004,Numancia,Real Madrid,1,2,3,Away Win
Primera Division 2004/2005,21,31/01/2004,Espanyol,Betis,2,2,4,Draw
Primera Division 2004/2005,21,31/01/2004,Mallorca,Getafe,3,1,4,Home Win
Primera Division 2004/2005,21,31/01/2004,Osasuna,Dep. La Coruna,1,1,2,Draw
Primera Division 2004/2005,21,31/01/2004,Racing Santander,Levante,2,2,4,Draw
Primera Division 2004/2005,21,31/01/2004,Real Sociedad,Villarreal,0,4,4,Away Win
Primera Division 2004/2005,21,31/01/2004,Zaragoza,Malaga,1,0,1,Home Win
Primera Division 2004/2005,21,30/01/2004,Sevilla,Barcelona,0,4,4,Away Win
Primera Division 2004/2005,21,30/01/2004,Atl. Madrid,Albacete,3,1,4,Home Win
Primera Division 2004/2005,20,24/01/2004,Real Madrid,Mallorca,3,1,4,Home Win
Primera Division 2004/2005,20,24/01/2004,Malaga,Atl. Madrid,1,0,1,Home Win
Primera Division 2004/2005,20,24/01/2004,Albacete,Sevilla,0,2,2,Away Win
Primera Division 2004/2005,20,24/01/2004,Betis,Numancia,4,0,4,Home Win
Primera Division 2004/2005,20,24/01/2004,Dep. La Coruna,Espanyol,4,1,5,Home Win
Primera Division 2004/2005,20,24/01/2004,Getafe,Zaragoza,3,0,3,Home Win
Primera Division 2004/2005,20,24/01/2004,Levante,Real Sociedad,2,1,3,Home Win
Primera Division 2004/2005,20,24/01/2004,Villarreal,Valencia,3,1,4,Home Win
Primera Division 2004/2005,20,23/01/2004,Ath Bilbao,Osasuna,4,3,7,Home Win
Primera Division 2004/2005,20,23/01/2004,Barcelona,Racing Santander,3,0,3,Home Win
Primera Division 2004/2005,19,17/01/2004,Real Madrid,Zaragoza,3,1,4,Home Win
Primera Division 2004/2005,19,17/01/2004,Barcelona,Real Sociedad,1,0,1,Home Win
Primera Division 2004/2005,19,17/01/2004,Albacete,Racing Santander,0,0,0,Draw
Primera Division 2004/2005,19,17/01/2004,Ath Bilbao,Espanyol,1,1,2,Draw
Primera Division 2004/2005,19,17/01/2004,Betis,Mallorca,2,0,2,Home Win
Primera Division 2004/2005,19,17/01/2004,Dep. La Coruna,Numancia,1,1,2,Draw
Primera Division 2004/2005,19,17/01/2004,Levante,Villarreal,2,4,6,Away Win
Primera Division 2004/2005,19,17/01/2004,Osasuna,Valencia,0,0,0,Draw
Primera Division 2004/2005,19,16/01/2004,Malaga,Sevilla,1,0,1,Home Win
Primera Division 2004/2005,19,16/01/2004,Getafe,Atl. Madrid,1,1,2,Draw
Primera Division 2004/2005,18,10/01/2004,Villarreal,Barcelona,3,0,3,Home Win
Primera Division 2004/2005,18,10/01/2004,Atl. Madrid,Real Madrid,0,3,3,Away Win
Primera Division 2004/2005,18,10/01/2004,Espanyol,Osasuna,4,1,5,Home Win
Primera Division 2004/2005,18,10/01/2004,Mallorca,Dep. La Coruna,2,2,4,Draw
Primera Division 2004/2005,18,10/01/2004,Racing Santander,Malaga,2,1,3,Home Win
Primera Division 2004/2005,18,10/01/2004,Real Sociedad,Albacete,0,2,2,Away Win
Primera Division 2004/2005,18,10/01/2004,Zaragoza,Betis,1,0,1,Home Win
Primera Division 2004/2005,18,09/01/2004,Valencia,Levante,2,1,3,Home Win
Primera Division 2004/2005,18,09/01/2004,Numancia,Ath Bilbao,1,1,2,Draw
Primera Division 2004/2005,18,09/01/2004,Sevilla,Getafe,0,0,0,Draw
Primera Division 2004/2005,15,06/01/2004,Real Madrid,Real Sociedad,2,1,3,Home Win
Primera Division 2004/2005,17,23/12/2005,Real Madrid,Sevilla,0,1,1,Away Win
Primera Division 2004/2005,17,23/12/2005,Albacete,Villarreal,2,2,4,Draw
Primera Division 2004/2005,17,23/12/2005,Ath Bilbao,Mallorca,4,0,4,Home Win
Primera Division 2004/2005,17,23/12/2005,Dep. La Coruna,Zaragoza,2,3,5,Away Win
Primera Division 2004/2005,17,23/12/2005,Getafe,Racing Santander,2,0,2,Home Win
Primera Division 2004/2005,17,23/12/2005,Malaga,Real Sociedad,1,5,6,Away Win
Primera Division 2004/2005,17,23/12/2005,Osasuna,Numancia,2,0,2,Home Win
Primera Division 2004/2005,17,23/12/2005,Valencia,Espanyol,3,0,3,Home Win
Primera Division 2004/2005,17,22/12/2005,Betis,Atl. Madrid,1,0,1,Home Win
Primera Division 2004/2005,17,22/12/2005,Barcelona,Levante,2,1,3,Home Win
Primera Division 2004/2005,16,20/12/2005,Atl. Madrid,Dep. La Coruna,1,0,1,Home Win
Primera Division 2004/2005,16,20/12/2005,Sevilla,Betis,2,1,3,Home Win
Primera Division 2004/2005,16,20/12/2005,Mallorca,Osasuna,1,2,3,Away Win
Primera Division 2004/2005,16,20/12/2005,Numancia,Espanyol,0,0,0,Draw
Primera Division 2004/2005,16,20/12/2005,Real Sociedad,Getafe,1,1,2,Draw
Primera Division 2004/2005,16,20/12/2005,Villarreal,Malaga,3,0,3,Home Win
Primera Division 2004/2005,16,20/12/2005,Zaragoza,Ath Bilbao,0,2,2,Away Win
Primera Division 2004/2005,16,19/12/2005,Barcelona,Valencia,1,1,2,Draw
Primera Division 2004/2005,16,19/12/2005,Racing Santander,Real Madrid,2,3,5,Away Win
Primera Division 2004/2005,16,19/12/2005,Levante,Albacete,1,1,2,Draw
Primera Division 2004/2005,15,13/12/2005,Espanyol,Mallorca,2,1,3,Home Win
Primera Division 2004/2005,15,13/12/2005,Betis,Racing Santander,2,1,3,Home Win
Primera Division 2004/2005,15,13/12/2005,Dep. La Coruna,Sevilla,2,2,4,Draw
Primera Division 2004/2005,15,13/12/2005,Getafe,Villarreal,1,2,3,Away Win
Primera Division 2004/2005,15,13/12/2005,Malaga,Levante,1,0,1,Home Win
Primera Division 2004/2005,15,13/12/2005,Osasuna,Zaragoza,2,2,4,Draw
Primera Division 2004/2005,15,13/12/2005,Valencia,Numancia,1,0,1,Home Win
Primera Division 2004/2005,15,12/12/2005,Ath Bilbao,Atl. Madrid,1,0,1,Home Win
Primera Division 2004/2005,15,12/12/2005,Albacete,Barcelona,1,2,3,Away Win
Primera Division 2004/2005,14,06/12/2005,Atl. Madrid,Osasuna,3,2,5,Home Win
Primera Division 2004/2005,14,06/12/2005,Villarreal,Real Madrid,0,0,0,Draw
Primera Division 2004/2005,14,06/12/2005,Levante,Getafe,0,0,0,Draw
Primera Division 2004/2005,14,06/12/2005,Mallorca,Numancia,3,2,5,Home Win
Primera Division 2004/2005,14,06/12/2005,Racing Santander,Dep. La Coruna,2,2,4,Draw
Primera Division 2004/2005,14,06/12/2005,Sevilla,Ath Bilbao,2,0,2,Home Win
Primera Division 2004/2005,14,06/12/2005,Zaragoza,Espanyol,0,1,1,Away Win
Primera Division 2004/2005,14,05/12/2005,Real Sociedad,Betis,1,0,1,Home Win
Primera Division 2004/2005,14,05/12/2005,Barcelona,Malaga,4,0,4,Home Win
Primera Division 2004/2005,14,05/12/2005,Albacete,Valencia,0,1,1,Away Win
Primera Division 2004/2005,13,29/11/2005,Valencia,Mallorca,2,0,2,Home Win
Primera Division 2004/2005,13,29/11/2005,Real Madrid,Levante,5,0,5,Home Win
Primera Division 2004/2005,13,29/11/2005,Betis,Villarreal,2,1,3,Home Win
Primera Division 2004/2005,13,29/11/2005,Dep. La Coruna,Real Sociedad,2,2,4,Draw
Primera Division 2004/2005,13,29/11/2005,Malaga,Albacete,0,2,2,Away Win
Primera Division 2004/2005,13,29/11/2005,Numancia,Zaragoza,2,1,3,Home Win
Primera Division 2004/2005,13,29/11/2005,Osasuna,Sevilla,4,1,5,Home Win
Primera Division 2004/2005,13,28/11/2005,Espanyol,Atl. Madrid,2,1,3,Home Win
Primera Division 2004/2005,13,28/11/2005,Getafe,Barcelona,1,2,3,Away Win
Primera Division 2004/2005,13,28/11/2005,Ath Bilbao,Racing Santander,3,0,3,Home Win
Primera Division 2004/2005,12,22/11/2005,Real Sociedad,Ath Bilbao,3,2,5,Home Win
Primera Division 2004/2005,12,22/11/2005,Atl. Madrid,Numancia,2,0,2,Home Win
Primera Division 2004/2005,12,22/11/2005,Albacete,Getafe,1,1,2,Draw
Primera Division 2004/2005,12,22/11/2005,Levante,Betis,1,2,3,Away Win
Primera Division 2004/2005,12,22/11/2005,Racing Santander,Osasuna,1,1,2,Draw
Primera Division 2004/2005,12,22/11/2005,Sevilla,Espanyol,1,0,1,Home Win
Primera Division 2004/2005,12,22/11/2005,Zaragoza,Mallorca,0,1,1,Away Win
Primera Division 2004/2005,12,21/11/2005,Barcelona,Real Madrid,3,0,3,Home Win
Primera Division 2004/2005,12,21/11/2005,Malaga,Valencia,0,2,2,Away Win
Primera Division 2004/2005,12,21/11/2005,Villarreal,Dep. La Coruna,0,2,2,Away Win
Primera Division 2004/2005,11,15/11/2005,Betis,Barcelona,2,1,3,Home Win
Primera Division 2004/2005,11,15/11/2005,Real Madrid,Albacete,6,1,7,Home Win
Primera Division 2004/2005,11,15/11/2005,Mallorca,Atl. Madrid,1,1,2,Draw
Primera Division 2004/2005,11,14/11/2005,Dep. La Coruna,Levante,1,0,1,Home Win
Primera Division 2004/2005,11,14/11/2005,Ath Bilbao,Villarreal,2,1,3,Home Win
Primera Division 2004/2005,11,14/11/2005,Espanyol,Racing Santander,2,1,3,Home Win
Primera Division 2004/2005,11,14/11/2005,Getafe,Malaga,1,0,1,Home Win
Primera Division 2004/2005,11,14/11/2005,Numancia,Sevilla,2,1,3,Home Win
