Season,Round,Date,Home Team,Away Team,Home Score,Away Score,Total Goals,Result
LaLiga 2023/2024,37,19/05/2023,Alaves,Getafe,1,0,1,Home Win
LaLiga 2023/2024,36,17/05/2023,Real Sociedad,Valencia,1,0,1,Home Win
LaLiga 2023/2024,36,17/05/2023,Almeria,Barcelona,0,2,2,Away Win
LaLiga 2023/2024,36,17/05/2023,Las Palmas,Betis,2,2,4,Draw
LaLiga 2023/2024,36,16/05/2023,Celta Vigo,Ath Bilbao,2,1,3,Home Win
LaLiga 2023/2024,36,16/05/2023,Getafe,Atl. Madrid,0,3,3,Away Win
LaLiga 2023/2024,36,16/05/2023,Rayo Vallecano,Granada CF,2,1,3,Home Win
LaLiga 2023/2024,36,16/05/2023,Sevilla,Cadiz CF,0,1,1,Away Win
LaLiga 2023/2024,36,15/05/2023,Girona,Villarreal,0,1,1,Away Win
LaLiga 2023/2024,36,15/05/2023,Real Madrid,Alaves,5,0,5,Home Win
LaLiga 2023/2024,36,15/05/2023,Osasuna,Mallorca,1,1,2,Draw
LaLiga 2023/2024,35,14/05/2023,Barcelona,Real Sociedad,2,0,2,Home Win
LaLiga 2023/2024,35,13/05/2023,Betis,Almeria,3,2,5,Home Win
LaLiga 2023/2024,35,13/05/2023,Valencia,Rayo Vallecano,0,0,0,Draw
LaLiga 2023/2024,35,12/05/2023,Atl. Madrid,Celta Vigo,1,0,1,Home Win
LaLiga 2023/2024,35,12/05/2023,Cadiz CF,Getafe,1,0,1,Home Win
LaLiga 2023/2024,35,12/05/2023,Ath Bilbao,Osasuna,2,2,4,Draw
LaLiga 2023/2024,35,12/05/2023,Granada CF,Real Madrid,0,4,4,Away Win
LaLiga 2023/2024,35,11/05/2023,Villarreal,Sevilla,3,2,5,Home Win
LaLiga 2023/2024,35,11/05/2023,Mallorca,Las Palmas,1,0,1,Home Win
LaLiga 2023/2024,35,11/05/2023,Alaves,Girona,2,2,4,Draw
LaLiga 2023/2024,34,06/05/2023,Rayo Vallecano,Almeria,0,1,1,Away Win
LaLiga 2023/2024,34,06/05/2023,Sevilla,Granada CF,3,0,3,Home Win
LaLiga 2023/2024,34,06/05/2023,Valencia,Alaves,0,1,1,Away Win
LaLiga 2023/2024,34,05/05/2023,Celta Vigo,Villarreal,3,2,5,Home Win
LaLiga 2023/2024,34,05/05/2023,Osasuna,Betis,0,2,2,Away Win
LaLiga 2023/2024,34,05/05/2023,Mallorca,Atl. Madrid,0,1,1,Away Win
LaLiga 2023/2024,34,05/05/2023,Girona,Barcelona,4,2,6,Home Win
LaLiga 2023/2024,34,04/05/2023,Real Madrid,Cadiz CF,3,0,3,Home Win
LaLiga 2023/2024,34,04/05/2023,Real Sociedad,Las Palmas,2,0,2,Home Win
LaLiga 2023/2024,34,04/05/2023,Getafe,Ath Bilbao,0,2,2,Away Win
LaLiga 2023/2024,33,30/04/2023,Barcelona,Valencia,4,2,6,Home Win
LaLiga 2023/2024,33,29/04/2023,Betis,Sevilla,1,1,2,Draw
LaLiga 2023/2024,33,29/04/2023,Villarreal,Rayo Vallecano,3,0,3,Home Win
LaLiga 2023/2024,33,28/04/2023,Granada CF,Osasuna,3,0,3,Home Win
LaLiga 2023/2024,33,28/04/2023,Cadiz CF,Mallorca,1,1,2,Draw
LaLiga 2023/2024,33,28/04/2023,Atl. Madrid,Ath Bilbao,3,1,4,Home Win
LaLiga 2023/2024,33,28/04/2023,Alaves,Celta Vigo,3,0,3,Home Win
LaLiga 2023/2024,33,27/04/2023,Almeria,Getafe,1,3,4,Away Win
LaLiga 2023/2024,33,27/04/2023,Las Palmas,Girona,0,2,2,Away Win
LaLiga 2023/2024,33,27/04/2023,Real Sociedad,Real Madrid,0,1,1,Away Win
LaLiga 2023/2024,32,23/04/2023,Sevilla,Mallorca,2,1,3,Home Win
LaLiga 2023/2024,32,22/04/2023,Real Madrid,Barcelona,3,2,5,Home Win
LaLiga 2023/2024,32,22/04/2023,Alaves,Atl. Madrid,2,0,2,Home Win
LaLiga 2023/2024,32,21/04/2023,Almeria,Villarreal,1,2,3,Away Win
LaLiga 2023/2024,32,21/04/2023,Getafe,Real Sociedad,1,1,2,Draw
LaLiga 2023/2024,32,21/04/2023,Girona,Cadiz CF,4,1,5,Home Win
LaLiga 2023/2024,32,21/04/2023,Valencia,Betis,1,2,3,Away Win
LaLiga 2023/2024,32,20/04/2023,Rayo Vallecano,Osasuna,2,1,3,Home Win
LaLiga 2023/2024,32,20/04/2023,Celta Vigo,Las Palmas,4,1,5,Home Win
LaLiga 2023/2024,32,20/04/2023,Ath Bilbao,Granada CF,1,1,2,Draw
LaLiga 2023/2024,31,16/04/2023,Osasuna,Valencia,0,1,1,Away Win
LaLiga 2023/2024,31,15/04/2023,Real Sociedad,Almeria,2,2,4,Draw
LaLiga 2023/2024,31,15/04/2023,Ath Bilbao,Villarreal,1,1,2,Draw
LaLiga 2023/2024,31,14/04/2023,Granada CF,Alaves,2,0,2,Home Win
LaLiga 2023/2024,31,14/04/2023,Las Palmas,Sevilla,0,2,2,Away Win
LaLiga 2023/2024,31,14/04/2023,Cadiz CF,Barcelona,0,1,1,Away Win
LaLiga 2023/2024,31,14/04/2023,Mallorca,Real Madrid,0,1,1,Away Win
LaLiga 2023/2024,31,13/04/2023,Rayo Vallecano,Getafe,0,0,0,Draw
LaLiga 2023/2024,31,13/04/2023,Atl. Madrid,Girona,3,1,4,Home Win
LaLiga 2023/2024,31,13/04/2023,Betis,Celta Vigo,2,1,3,Home Win
LaLiga 2023/2024,26,05/04/2023,Granada CF,Valencia,0,1,1,Away Win
LaLiga 2023/2024,30,02/04/2023,Villarreal,Atl. Madrid,1,2,3,Away Win
LaLiga 2023/2024,30,01/04/2023,Real Madrid,Ath Bilbao,2,0,2,Home Win
LaLiga 2023/2024,30,01/04/2023,Alaves,Real Sociedad,0,1,1,Away Win
LaLiga 2023/2024,30,31/03/2023,Girona,Betis,3,2,5,Home Win
LaLiga 2023/2024,30,31/03/2023,Celta Vigo,Rayo Vallecano,0,0,0,Draw
LaLiga 2023/2024,30,31/03/2023,Barcelona,Las Palmas,1,0,1,Home Win
LaLiga 2023/2024,30,31/03/2023,Valencia,Mallorca,0,0,0,Draw
LaLiga 2023/2024,30,30/03/2023,Almeria,Osasuna,0,3,3,Away Win
LaLiga 2023/2024,30,30/03/2023,Getafe,Sevilla,0,1,1,Away Win
LaLiga 2023/2024,30,30/03/2023,Cadiz CF,Granada CF,1,0,1,Home Win
LaLiga 2023/2024,29,18/03/2023,Atl. Madrid,Barcelona,0,3,3,Away Win
LaLiga 2023/2024,29,18/03/2023,Rayo Vallecano,Betis,2,0,2,Home Win
LaLiga 2023/2024,29,17/03/2023,Las Palmas,Almeria,0,1,1,Away Win
LaLiga 2023/2024,29,17/03/2023,Villarreal,Valencia,1,0,1,Home Win
LaLiga 2023/2024,29,17/03/2023,Sevilla,Celta Vigo,1,2,3,Away Win
LaLiga 2023/2024,29,17/03/2023,Ath Bilbao,Alaves,2,0,2,Home Win
LaLiga 2023/2024,29,17/03/2023,Getafe,Girona,1,0,1,Home Win
LaLiga 2023/2024,29,16/03/2023,Osasuna,Real Madrid,2,4,6,Away Win
LaLiga 2023/2024,29,16/03/2023,Mallorca,Granada CF,1,0,1,Home Win
LaLiga 2023/2024,29,16/03/2023,Real Sociedad,Cadiz CF,2,0,2,Home Win
LaLiga 2023/2024,28,12/03/2023,Almeria,Sevilla,2,2,4,Draw
LaLiga 2023/2024,28,11/03/2023,Betis,Villarreal,2,3,5,Away Win
LaLiga 2023/2024,28,11/03/2023,Real Madrid,Celta Vigo,4,0,4,Home Win
LaLiga 2023/2024,28,10/03/2023,Las Palmas,Ath Bilbao,0,2,2,Away Win
LaLiga 2023/2024,28,10/03/2023,Alaves,Rayo Vallecano,1,0,1,Home Win
LaLiga 2023/2024,28,10/03/2023,Girona,Osasuna,2,0,2,Home Win
LaLiga 2023/2024,28,10/03/2023,Granada CF,Real Sociedad,2,3,5,Away Win
LaLiga 2023/2024,28,09/03/2023,Cadiz CF,Atl. Madrid,2,0,2,Home Win
LaLiga 2023/2024,28,09/03/2023,Valencia,Getafe,1,0,1,Home Win
LaLiga 2023/2024,28,09/03/2023,Barcelona,Mallorca,1,0,1,Home Win
LaLiga 2023/2024,27,05/03/2023,Osasuna,Alaves,1,0,1,Home Win
LaLiga 2023/2024,27,04/03/2023,Ath Bilbao,Barcelona,0,0,0,Draw
LaLiga 2023/2024,27,04/03/2023,Mallorca,Girona,1,0,1,Home Win
LaLiga 2023/2024,27,03/03/2023,Atl. Madrid,Betis,2,1,3,Home Win
LaLiga 2023/2024,27,03/03/2023,Villarreal,Granada CF,5,1,6,Home Win
LaLiga 2023/2024,27,03/03/2023,Valencia,Real Madrid,2,2,4,Draw
LaLiga 2023/2024,27,03/03/2023,Getafe,Las Palmas,3,3,6,Draw
LaLiga 2023/2024,27,02/03/2023,Rayo Vallecano,Cadiz CF,1,1,2,Draw
LaLiga 2023/2024,27,02/03/2023,Sevilla,Real Sociedad,3,2,5,Home Win
LaLiga 2023/2024,27,02/03/2023,Celta Vigo,Almeria,1,0,1,Home Win
LaLiga 2023/2024,26,27/02/2023,Girona,Rayo Vallecano,3,0,3,Home Win
LaLiga 2023/2024,26,26/02/2023,Real Madrid,Sevilla,1,0,1,Home Win
LaLiga 2023/2024,26,26/02/2023,Las Palmas,Osasuna,1,1,2,Draw
LaLiga 2023/2024,26,25/02/2023,Betis,Ath Bilbao,3,1,4,Home Win
LaLiga 2023/2024,26,25/02/2023,Cadiz CF,Celta Vigo,2,2,4,Draw
LaLiga 2023/2024,26,25/02/2023,Almeria,Atl. Madrid,2,2,4,Draw
LaLiga 2023/2024,26,25/02/2023,Alaves,Mallorca,1,1,2,Draw
LaLiga 2023/2024,26,24/02/2023,Barcelona,Getafe,4,0,4,Home Win
LaLiga 2023/2024,26,24/02/2023,Real Sociedad,Villarreal,1,3,4,Away Win
LaLiga 2023/2024,25,20/02/2023,Ath Bilbao,Girona,3,2,5,Home Win
LaLiga 2023/2024,25,19/02/2023,Betis,Alaves,0,0,0,Draw
LaLiga 2023/2024,25,19/02/2023,Mallorca,Real Sociedad,1,2,3,Away Win
LaLiga 2023/2024,25,18/02/2023,Granada CF,Almeria,1,1,2,Draw
LaLiga 2023/2024,25,18/02/2023,Rayo Vallecano,Real Madrid,1,1,2,Draw
LaLiga 2023/2024,25,18/02/2023,Valencia,Sevilla,0,0,0,Draw
LaLiga 2023/2024,25,18/02/2023,Celta Vigo,Barcelona,1,2,3,Away Win
LaLiga 2023/2024,25,17/02/2023,Osasuna,Cadiz CF,2,0,2,Home Win
LaLiga 2023/2024,25,17/02/2023,Atl. Madrid,Las Palmas,5,0,5,Home Win
LaLiga 2023/2024,25,17/02/2023,Villarreal,Getafe,1,1,2,Draw
LaLiga 2023/2024,24,13/02/2023,Almeria,Ath Bilbao,0,0,0,Draw
LaLiga 2023/2024,24,12/02/2023,Barcelona,Granada CF,3,3,6,Draw
LaLiga 2023/2024,24,12/02/2023,Sevilla,Atl. Madrid,1,0,1,Home Win
LaLiga 2023/2024,24,11/02/2023,Mallorca,Rayo Vallecano,2,1,3,Home Win
LaLiga 2023/2024,24,11/02/2023,Getafe,Celta Vigo,3,2,5,Home Win
LaLiga 2023/2024,24,11/02/2023,Las Palmas,Valencia,2,0,2,Home Win
LaLiga 2023/2024,24,11/02/2023,Real Madrid,Girona,4,0,4,Home Win
LaLiga 2023/2024,24,10/02/2023,Real Sociedad,Osasuna,0,1,1,Away Win
LaLiga 2023/2024,24,10/02/2023,Alaves,Villarreal,1,1,2,Draw
LaLiga 2023/2024,24,10/02/2023,Cadiz CF,Betis,0,2,2,Away Win
LaLiga 2023/2024,23,06/02/2023,Rayo Vallecano,Sevilla,1,2,3,Away Win
LaLiga 2023/2024,23,05/02/2023,Real Madrid,Atl. Madrid,1,1,2,Draw
LaLiga 2023/2024,23,05/02/2023,Betis,Getafe,1,1,2,Draw
LaLiga 2023/2024,23,04/02/2023,Osasuna,Celta Vigo,0,3,3,Away Win
LaLiga 2023/2024,23,04/02/2023,Villarreal,Cadiz CF,0,0,0,Draw
LaLiga 2023/2024,23,04/02/2023,Girona,Real Sociedad,0,0,0,Draw
LaLiga 2023/2024,23,04/02/2023,Alaves,Barcelona,1,3,4,Away Win
LaLiga 2023/2024,23,03/02/2023,Granada CF,Las Palmas,1,1,2,Draw
LaLiga 2023/2024,23,03/02/2023,Valencia,Almeria,2,1,3,Home Win
LaLiga 2023/2024,23,03/02/2023,Ath Bilbao,Mallorca,4,0,4,Home Win
LaLiga 2023/2024,20,02/02/2023,Getafe,Real Madrid,0,2,2,Away Win
LaLiga 2023/2024,20,01/02/2023,Atl. Madrid,Rayo Vallecano,2,1,3,Home Win
LaLiga 2023/2024,20,01/02/2023,Barcelona,Osasuna,1,0,1,Home Win
LaLiga 2023/2024,22,30/01/2023,Getafe,Granada CF,2,0,2,Home Win
LaLiga 2023/2024,22,29/01/2023,Atl. Madrid,Valencia,2,0,2,Home Win
LaLiga 2023/2024,22,29/01/2023,Sevilla,Osasuna,1,1,2,Draw
LaLiga 2023/2024,22,28/01/2023,Cadiz CF,Ath Bilbao,0,0,0,Draw
LaLiga 2023/2024,22,28/01/2023,Celta Vigo,Girona,0,1,1,Away Win
LaLiga 2023/2024,22,28/01/2023,Mallorca,Betis,0,1,1,Away Win
LaLiga 2023/2024,22,28/01/2023,Barcelona,Villarreal,3,5,8,Away Win
LaLiga 2023/2024,22,27/01/2023,Las Palmas,Real Madrid,1,2,3,Away Win
LaLiga 2023/2024,22,27/01/2023,Real Sociedad,Rayo Vallecano,0,0,0,Draw
LaLiga 2023/2024,22,27/01/2023,Almeria,Alaves,0,3,3,Away Win
LaLiga 2023/2024,21,23/01/2023,Granada CF,Atl. Madrid,0,1,1,Away Win
LaLiga 2023/2024,21,22/01/2023,Girona,Sevilla,5,1,6,Home Win
LaLiga 2023/2024,21,22/01/2023,Betis,Barcelona,2,4,6,Away Win
LaLiga 2023/2024,21,21/01/2023,Real Madrid,Almeria,3,2,5,Home Win
LaLiga 2023/2024,21,21/01/2023,Osasuna,Getafe,3,2,5,Home Win
LaLiga 2023/2024,21,21/01/2023,Celta Vigo,Real Sociedad,0,1,1,Away Win
LaLiga 2023/2024,21,21/01/2023,Valencia,Ath Bilbao,1,0,1,Home Win
LaLiga 2023/2024,21,20/01/2023,Villarreal,Mallorca,1,1,2,Draw
LaLiga 2023/2024,21,20/01/2023,Rayo Vallecano,Las Palmas,0,2,2,Away Win
LaLiga 2023/2024,21,20/01/2023,Alaves,Cadiz CF,1,0,1,Home Win
LaLiga 2023/2024,20,14/01/2023,Cadiz CF,Valencia,1,4,5,Away Win
LaLiga 2023/2024,20,14/01/2023,Almeria,Girona,0,0,0,Draw
LaLiga 2023/2024,20,14/01/2023,Betis,Granada CF,1,0,1,Home Win
LaLiga 2023/2024,20,14/01/2023,Ath Bilbao,Real Sociedad,2,1,3,Home Win
LaLiga 2023/2024,20,13/01/2023,Mallorca,Celta Vigo,1,1,2,Draw
LaLiga 2023/2024,20,13/01/2023,Las Palmas,Villarreal,3,0,3,Home Win
LaLiga 2023/2024,20,13/01/2023,Sevilla,Alaves,2,3,5,Away Win
LaLiga 2023/2024,19,05/01/2023,Las Palmas,Barcelona,1,2,3,Away Win
LaLiga 2023/2024,19,05/01/2023,Sevilla,Ath Bilbao,0,2,2,Away Win
LaLiga 2023/2024,19,05/01/2023,Osasuna,Almeria,1,0,1,Home Win
LaLiga 2023/2024,19,04/01/2023,Girona,Atl. Madrid,4,3,7,Home Win
LaLiga 2023/2024,19,04/01/2023,Celta Vigo,Betis,2,1,3,Home Win
LaLiga 2023/2024,19,04/01/2023,Real Madrid,Mallorca,1,0,1,Home Win
LaLiga 2023/2024,19,04/01/2023,Granada CF,Cadiz CF,2,0,2,Home Win
LaLiga 2023/2024,19,03/01/2023,Valencia,Villarreal,3,1,4,Home Win
LaLiga 2023/2024,19,03/01/2023,Real Sociedad,Alaves,1,1,2,Draw
LaLiga 2023/2024,19,03/01/2023,Getafe,Rayo Vallecano,0,2,2,Away Win
LaLiga 2023/2024,4,23/12/2024,Atl. Madrid,Sevilla,1,0,1,Home Win
LaLiga 2023/2024,18,22/12/2024,Alaves,Real Madrid,0,1,1,Away Win
LaLiga 2023/2024,18,22/12/2024,Mallorca,Osasuna,3,2,5,Home Win
LaLiga 2023/2024,18,22/12/2024,Betis,Girona,1,1,2,Draw
LaLiga 2023/2024,18,22/12/2024,Cadiz CF,Real Sociedad,0,0,0,Draw
LaLiga 2023/2024,18,21/12/2024,Ath Bilbao,Las Palmas,1,0,1,Home Win
LaLiga 2023/2024,18,21/12/2024,Villarreal,Celta Vigo,3,2,5,Home Win
LaLiga 2023/2024,18,21/12/2024,Barcelona,Almeria,3,2,5,Home Win
LaLiga 2023/2024,18,20/12/2024,Atl. Madrid,Getafe,3,3,6,Draw
LaLiga 2023/2024,18,20/12/2024,Granada CF,Sevilla,0,3,3,Away Win
LaLiga 2023/2024,18,20/12/2024,Rayo Vallecano,Valencia,0,1,1,Away Win
LaLiga 2023/2024,17,19/12/2024,Girona,Alaves,3,0,3,Home Win
LaLiga 2023/2024,17,18/12/2024,Real Madrid,Villarreal,4,1,5,Home Win
LaLiga 2023/2024,17,18/12/2024,Las Palmas,Cadiz CF,1,1,2,Draw
LaLiga 2023/2024,17,17/12/2024,Real Sociedad,Betis,0,0,0,Draw
LaLiga 2023/2024,17,17/12/2024,Almeria,Mallorca,0,0,0,Draw
LaLiga 2023/2024,17,17/12/2024,Valencia,Barcelona,1,1,2,Draw
LaLiga 2023/2024,17,17/12/2024,Sevilla,Getafe,0,3,3,Away Win
LaLiga 2023/2024,17,16/12/2024,Ath Bilbao,Atl. Madrid,2,0,2,Home Win
LaLiga 2023/2024,17,16/12/2024,Celta Vigo,Granada CF,1,0,1,Home Win
LaLiga 2023/2024,17,16/12/2024,Osasuna,Rayo Vallecano,1,0,1,Home Win
LaLiga 2023/2024,16,12/12/2024,Granada CF,Ath Bilbao,1,1,2,Draw
LaLiga 2023/2024,16,12/12/2024,Rayo Vallecano,Celta Vigo,0,0,0,Draw
LaLiga 2023/2024,16,11/12/2024,Barcelona,Girona,2,4,6,Away Win
LaLiga 2023/2024,16,11/12/2024,Cadiz CF,Osasuna,1,1,2,Draw
LaLiga 2023/2024,16,10/12/2024,Atl. Madrid,Almeria,2,1,3,Home Win
LaLiga 2023/2024,16,10/12/2024,Mallorca,Sevilla,1,0,1,Home Win
LaLiga 2023/2024,16,10/12/2024,Villarreal,Real Sociedad,0,3,3,Away Win
LaLiga 2023/2024,16,09/12/2024,Betis,Real Madrid,1,1,2,Draw
LaLiga 2023/2024,16,09/12/2024,Alaves,Las Palmas,0,1,1,Away Win
LaLiga 2023/2024,16,09/12/2024,Getafe,Valencia,1,0,1,Home Win
LaLiga 2023/2024,15,05/12/2024,Celta Vigo,Cadiz CF,1,1,2,Draw
LaLiga 2023/2024,15,04/12/2024,Barcelona,Atl. Madrid,1,0,1,Home Win
LaLiga 2023/2024,15,04/12/2024,Sevilla,Villarreal,1,1,2,Draw
LaLiga 2023/2024,15,03/12/2024,Almeria,Betis,0,0,0,Draw
LaLiga 2023/2024,15,03/12/2024,Mallorca,Alaves,0,0,0,Draw
LaLiga 2023/2024,15,03/12/2024,Osasuna,Real Sociedad,1,1,2,Draw
LaLiga 2023/2024,15,03/12/2024,Real Madrid,Granada CF,2,0,2,Home Win
LaLiga 2023/2024,15,02/12/2024,Ath Bilbao,Rayo Vallecano,4,0,4,Home Win
LaLiga 2023/2024,15,02/12/2024,Girona,Valencia,2,1,3,Home Win
LaLiga 2023/2024,15,02/12/2024,Las Palmas,Getafe,2,0,2,Home Win
LaLiga 2023/2024,13,30/11/2024,Mallorca,Cadiz CF,1,1,2,Draw
LaLiga 2023/2024,14,28/11/2024,Girona,Ath Bilbao,1,1,2,Draw
LaLiga 2023/2024,14,27/11/2024,Betis,Las Palmas,1,0,1,Home Win
LaLiga 2023/2024,14,27/11/2024,Cadiz CF,Real Madrid,0,3,3,Away Win
LaLiga 2023/2024,14,26/11/2024,Real Sociedad,Sevilla,2,1,3,Home Win
LaLiga 2023/2024,14,26/11/2024,Villarreal,Osasuna,3,1,4,Home Win
LaLiga 2023/2024,14,26/11/2024,Atl. Madrid,Mallorca,1,0,1,Home Win
LaLiga 2023/2024,14,26/11/2024,Getafe,Almeria,2,1,3,Home Win
LaLiga 2023/2024,14,25/11/2024,Valencia,Celta Vigo,0,0,0,Draw
LaLiga 2023/2024,14,25/11/2024,Rayo Vallecano,Barcelona,1,1,2,Draw
LaLiga 2023/2024,14,25/11/2024,Alaves,Granada CF,3,1,4,Home Win
LaLiga 2023/2024,13,13/11/2024,Atl. Madrid,Villarreal,3,1,4,Home Win
LaLiga 2023/2024,13,13/11/2024,Sevilla,Betis,1,1,2,Draw
LaLiga 2023/2024,13,12/11/2024,Barcelona,Alaves,2,1,3,Home Win
LaLiga 2023/2024,13,12/11/2024,Real Madrid,Valencia,5,1,6,Home Win
LaLiga 2023/2024,13,12/11/2024,Granada CF,Getafe,1,1,2,Draw
LaLiga 2023/2024,13,12/11/2024,Osasuna,Las Palmas,1,1,2,Draw
LaLiga 2023/2024,13,11/11/2024,Almeria,Real Sociedad,1,3,4,Away Win
LaLiga 2023/2024,13,11/11/2024,Rayo Vallecano,Girona,1,2,3,Away Win
LaLiga 2023/2024,13,11/11/2024,Ath Bilbao,Celta Vigo,4,3,7,Home Win
LaLiga 2023/2024,12,07/11/2024,Getafe,Cadiz CF,1,0,1,Home Win
LaLiga 2023/2024,12,06/11/2024,Real Madrid,Rayo Vallecano,0,0,0,Draw
LaLiga 2023/2024,12,06/11/2024,Villarreal,Ath Bilbao,2,3,5,Away Win
LaLiga 2023/2024,12,05/11/2024,Valencia,Granada CF,1,0,1,Home Win
LaLiga 2023/2024,12,05/11/2024,Alaves,Almeria,1,0,1,Home Win
LaLiga 2023/2024,12,05/11/2024,Real Sociedad,Barcelona,0,1,1,Away Win
LaLiga 2023/2024,12,05/11/2024,Celta Vigo,Sevilla,1,1,2,Draw
LaLiga 2023/2024,12,04/11/2024,Betis,Mallorca,2,0,2,Home Win
LaLiga 2023/2024,12,04/11/2024,Osasuna,Girona,2,4,6,Away Win
LaLiga 2023/2024,12,04/11/2024,Las Palmas,Atl. Madrid,2,1,3,Home Win
LaLiga 2023/2024,11,31/10/2024,Granada CF,Villarreal,2,3,5,Away Win
LaLiga 2023/2024,11,30/10/2024,Atl. Madrid,Alaves,2,1,3,Home Win
LaLiga 2023/2024,11,30/10/2024,Ath Bilbao,Valencia,2,2,4,Draw
LaLiga 2023/2024,11,29/10/2024,Rayo Vallecano,Real Sociedad,2,2,4,Draw
LaLiga 2023/2024,11,29/10/2024,Betis,Osasuna,2,1,3,Home Win
LaLiga 2023/2024,11,29/10/2024,Cadiz CF,Sevilla,2,2,4,Draw
LaLiga 2023/2024,11,29/10/2024,Mallorca,Getafe,0,0,0,Draw
LaLiga 2023/2024,11,28/10/2024,Barcelona,Real Madrid,1,2,3,Away Win
LaLiga 2023/2024,11,28/10/2024,Almeria,Las Palmas,1,2,3,Away Win
LaLiga 2023/2024,11,28/10/2024,Girona,Celta Vigo,1,0,1,Home Win
LaLiga 2023/2024,10,24/10/2024,Valencia,Cadiz CF,2,0,2,Home Win
LaLiga 2023/2024,10,23/10/2024,Barcelona,Ath Bilbao,1,0,1,Home Win
LaLiga 2023/2024,10,23/10/2024,Villarreal,Alaves,1,1,2,Draw
LaLiga 2023/2024,10,22/10/2024,Girona,Almeria,5,2,7,Home Win
LaLiga 2023/2024,10,22/10/2024,Las Palmas,Rayo Vallecano,0,1,1,Away Win
LaLiga 2023/2024,10,22/10/2024,Celta Vigo,Atl. Madrid,0,3,3,Away Win
LaLiga 2023/2024,10,22/10/2024,Sevilla,Real Madrid,1,1,2,Draw
LaLiga 2023/2024,10,21/10/2024,Getafe,Betis,1,1,2,Draw
LaLiga 2023/2024,10,21/10/2024,Real Sociedad,Mallorca,1,0,1,Home Win
LaLiga 2023/2024,10,21/10/2024,Osasuna,Granada CF,2,0,2,Home Win
LaLiga 2023/2024,9,09/10/2024,Granada CF,Barcelona,2,2,4,Draw
LaLiga 2023/2024,9,09/10/2024,Alaves,Betis,1,1,2,Draw
LaLiga 2023/2024,9,09/10/2024,Celta Vigo,Getafe,2,2,4,Draw
LaLiga 2023/2024,9,08/10/2024,Atl. Madrid,Real Sociedad,2,1,3,Home Win
LaLiga 2023/2024,9,08/10/2024,Villarreal,Las Palmas,1,2,3,Away Win
LaLiga 2023/2024,9,08/10/2024,Sevilla,Rayo Vallecano,2,2,4,Draw
LaLiga 2023/2024,9,08/10/2024,Mallorca,Valencia,1,1,2,Draw
LaLiga 2023/2024,9,07/10/2024,Real Madrid,Osasuna,4,0,4,Home Win
LaLiga 2023/2024,9,07/10/2024,Cadiz CF,Girona,0,1,1,Away Win
LaLiga 2023/2024,9,07/10/2024,Ath Bilbao,Almeria,3,0,3,Home Win
LaLiga 2023/2024,8,03/10/2024,Las Palmas,Celta Vigo,2,1,3,Home Win
LaLiga 2023/2024,8,02/10/2024,Atl. Madrid,Cadiz CF,3,2,5,Home Win
LaLiga 2023/2024,8,02/10/2024,Betis,Valencia,3,0,3,Home Win
LaLiga 2023/2024,8,01/10/2024,Alaves,Osasuna,0,2,2,Away Win
LaLiga 2023/2024,8,01/10/2024,Almeria,Granada CF,3,3,6,Draw
LaLiga 2023/2024,8,01/10/2024,Real Sociedad,Ath Bilbao,3,0,3,Home Win
LaLiga 2023/2024,8,01/10/2024,Girona,Real Madrid,0,3,3,Away Win
LaLiga 2023/2024,8,30/09/2024,Rayo Vallecano,Mallorca,2,2,4,Draw
LaLiga 2023/2024,8,30/09/2024,Getafe,Villarreal,0,0,0,Draw
LaLiga 2023/2024,8,30/09/2024,Barcelona,Sevilla,1,0,1,Home Win
LaLiga 2023/2024,7,29/09/2024,Osasuna,Atl. Madrid,0,2,2,Away Win
LaLiga 2023/2024,7,29/09/2024,Celta Vigo,Alaves,1,1,2,Draw
LaLiga 2023/2024,7,29/09/2024,Granada CF,Betis,1,1,2,Draw
LaLiga 2023/2024,7,28/09/2024,Cadiz CF,Rayo Vallecano,0,0,0,Draw
LaLiga 2023/2024,7,28/09/2024,Valencia,Real Sociedad,0,1,1,Away Win
LaLiga 2023/2024,7,28/09/2024,Ath Bilbao,Getafe,2,2,4,Draw
LaLiga 2023/2024,7,28/09/2024,Real Madrid,Las Palmas,2,0,2,Home Win
LaLiga 2023/2024,7,28/09/2024,Villarreal,Girona,1,2,3,Away Win
LaLiga 2023/2024,7,27/09/2024,Mallorca,Barcelona,2,2,4,Draw
LaLiga 2023/2024,7,27/09/2024,Sevilla,Almeria,5,1,6,Home Win
LaLiga 2023/2024,6,25/09/2024,Atl. Madrid,Real Madrid,3,1,4,Home Win
LaLiga 2023/2024,6,25/09/2024,Betis,Cadiz CF,1,1,2,Draw
LaLiga 2023/2024,6,25/09/2024,Las Palmas,Granada CF,1,0,1,Home Win
LaLiga 2023/2024,6,24/09/2024,Rayo Vallecano,Villarreal,1,1,2,Draw
LaLiga 2023/2024,6,24/09/2024,Real Sociedad,Getafe,4,3,7,Home Win
LaLiga 2023/2024,6,24/09/2024,Almeria,Valencia,2,2,4,Draw
LaLiga 2023/2024,6,24/09/2024,Barcelona,Celta Vigo,3,2,5,Home Win
LaLiga 2023/2024,6,23/09/2024,Osasuna,Sevilla,0,0,0,Draw
LaLiga 2023/2024,6,23/09/2024,Girona,Mallorca,5,3,8,Home Win
LaLiga 2023/2024,6,23/09/2024,Alaves,Ath Bilbao,0,2,2,Away Win
